Máscara,Tipo,Descrição,Saldo anterior,Tipo Saldo,Débito,Crédito,Saldo atual,Tipo Saldo,Entidade,ID_Entidade
,,14-Contratos e Convênios - 2018  08  Nº57/2018  02816696000154,"18.069,74",C,"18.069,74",0,0,C,,
,,14-Contratos e Convênios - 2018  08  Nº58/2018  05531725000120,"56.860,82",C,"56.860,82",0,0,C,,
,,14-Contratos e Convênios - 2018  08  Nº59/2018  67729178000491,"24.641,00",C,"24.641,00",0,0,C,,
,,14-Contratos e Convênios - 2018  08  Nº60/2018  81706251000198,"34.205,90",C,"34.205,90",0,0,C,,
,,14-Contratos e Convênios - 2018  08  Nº61/2018  76386283000113,"59.494,06",C,"59.494,06",0,0,C,,
,,14-Contratos e Convênios - 2018  08  Nº62/2018  12889035000102,"80.577,75",C,"80.577,75",0,0,C,,
,,14-Contratos e Convênios - 2018  08  Nº63/2018  82225947000165,"86.553,85",C,"86.553,85",0,0,C,,
,,14-Contratos e Convênios - 2019  08  Nº04/2019  73730129001605,"14.848,00",C,0,0,"14.848,00",C,,
,,14-Contratos e Convênios - 2019  08  Nº05/2019  03725261000167,"27.286,00",C,0,0,"27.286,00",C,,
,,14-Contratos e Convênios - 2019  08  Nº06/2019  22196632000296,76,C,0,0,76,C,,
,,14-Contratos e Convênios - 2019  08  Nº07/2019  94510682000126,"13.420,00",C,0,0,"13.420,00",C,,
,,14-Contratos e Convênios - 2019  08  Nº09/2019  31551960000173,"1.390,67",C,0,0,"1.390,67",C,,
,,14-Contratos e Convênios - 2019  08  Nº10/2019  26682219000101,"2.164,00",C,0,0,"2.164,00",C,,
,,14-Contratos e Convênios - 2019  08  Nº13/2019  18531205000169,"2.147,52",C,0,0,"2.147,52",C,,
,,14-Contratos e Convênios - 2019  08  Nº14/2019  21593746000126,"4.853,84",C,0,0,"4.853,84",C,,
,,14-Contratos e Convênios - 2019  08  Nº25/2019  00802002000102,"62.835,49",C,0,0,"62.835,49",C,,
,,14-Contratos e Convênios - 2019  08  Nº26/2019  23240000000164,"17.050,30",C,0,0,"17.050,30",C,,
,,14-Contratos e Convênios - 2019  08  Nº27/2019  23720752000122,"3.740,00",C,0,0,"3.740,00",C,,
,,14-Contratos e Convênios - 2019  08  Nº28/2019  18712730000180,"766,77",C,0,0,"766,77",C,,
,,14-Contratos e Convênios - 2019  08  Nº29/2019  83157032000122,"112.749,13",C,0,0,"112.749,13",C,,
,,14-Contratos e Convênios - 2019  08  Nº30/2019  05021932000134,"3.770,23",C,0,0,"3.770,23",C,,
,,14-Contratos e Convênios - 2019  08  Nº31/2019  05077346000101,"133.375,96",C,0,0,"133.375,96",C,,
,,14-Contratos e Convênios - 2019  08  Nº32/2019  06555143000146,"41.072,37",C,0,0,"41.072,37",C,,
,,14-Contratos e Convênios - 2019  08  Nº36/2019  27286283000136,"372,25",C,"372,25",0,0,C,,
,,14-Contratos e Convênios - 2019  08  Nº39/2019  83157032000122,"3.039,99",C,0,0,"3.039,99",C,,
,,14-Contratos e Convênios - 2019  08  Nº43/2019  05523731000135,"7.133,00",C,0,0,"7.133,00",C,,
,,14-Contratos e Convênios - 2019  08  Nº44/2019  00802002000102,"2.092,51",C,0,0,"2.092,51",C,,
,,14-Contratos e Convênios - 2019  08  Nº45/2019  21504525000134,"101.264,64",C,0,0,"101.264,64",C,,
,,14-Contratos e Convênios - 2019  08  Nº46/2019  25386019000149,"3.469,00",C,0,0,"3.469,00",C,,
,,14-Contratos e Convênios - 2019  08  Nº47/2019  11145401000156,"11.667,54",C,0,0,"11.667,54",C,,
,,14-Contratos e Convênios - 2019  08  Nº48/2019  05021932000134,"23.790,84",C,0,0,"23.790,84",C,,
,,14-Contratos e Convênios - 2019  08  Nº49/2019  06555143000146,"105.369,94",C,0,0,"105.369,94",C,,
,,14-Contratos e Convênios - 2019  08  Nº62/2019  22992632000111,"7.730,98",C,0,0,"7.730,98",C,,
,,14-Contratos e Convênios - 2019  08  Nº63/2019  29911780000103,"3.550,00",C,0,0,"3.550,00",C,,
,,14-Contratos e Convênios - 2019  08  Nº64/2019  09253952000191,"4.839,00",C,0,338,"5.177,00",C,,
,,14-Contratos e Convênios - 2019  08  Nº65/2019  27286283000136,"10.917,00",C,0,"372,25","11.289,25",C,,
,,14-Contratos e Convênios - 2019  08  Nº69/2019  10869890000126,"100.236,00",C,0,0,"100.236,00",C,,
,,14-Contratos e Convênios - 2019  08  Nº70/2019  82225947000165,"52.627,64",C,0,0,"52.627,64",C,,
,,14-Contratos e Convênios - 2019  08  Nº71/2019  12014370000167,"49.128,75",C,0,0,"49.128,75",C,,
,,14-Contratos e Convênios - 2019  08  Nº72/2019  00802002000102,"107.754,77",C,0,0,"107.754,77",C,,
,,14-Contratos e Convênios - 2019  08  Nº73/2019  09192829000108,"52.721,50",C,0,0,"52.721,50",C,,
,,14-Contratos e Convênios - 2019  08  Nº74/2019  03652030000170,"15.186,07",C,0,0,"15.186,07",C,,
,,14-Contratos e Convênios - 2019  08  Nº75/2019  05782733000149,"62.902,67",C,0,0,"62.902,67",C,,
,,14-Contratos e Convênios - 2019  08  Nº76/2019  01328535000159,"25.586,19",C,0,0,"25.586,19",C,,
,,14-Contratos e Convênios - 2019  08  Nº77/2019  67729178000491,"80.689,20",C,0,0,"80.689,20",C,,
,,14-Contratos e Convênios - 2019  08  Nº78/2019  02520829000140,"142.596,63",C,0,0,"142.596,63",C,,
,,14-Contratos e Convênios - 2019  08  Nº79/2019  76386283000113,"72.541,59",C,0,0,"72.541,59",C,,
,,14-Contratos e Convênios - 2019  08  Nº80/2019  12889035000102,"43.801,81",C,0,0,"43.801,81",C,,
,,14-Contratos e Convênios - 2019  08  Nº81/2019  02816696000154,"16.471,79",C,0,0,"16.471,79",C,,
,,14-Contratos e Convênios - 2019  08  Nº82/2019  81706251000198,"96.751,54",C,0,0,"96.751,54",C,,
,,14-Contratos e Convênios - 2019  08  Nº83/2019  05531725000120,"159.779,21",C,0,0,"159.779,21",C,,
,,14-Contratos e Convênios - 2019  08  Nº84/2019  09944371000104,"5.333,15",C,0,0,"5.333,15",C,,
,,14-Contratos e Convênios - 2020  08  Nº05/2020  18531205000169,"7.656,00",C,"7.656,00",0,0,C,,
,,14-Contratos e Convênios - 2020  08  Nº07/2020  78870771000127,693,C,0,0,693,C,,
,,14-Contratos e Convênios - 2020  08  Nº09/2020  29732621000141,"1.921,60",C,0,0,"1.921,60",C,,
,,14-Contratos e Convênios - 2020  08  Nº15/2020  25267561000182,"206,7",C,"206,7",0,0,C,,
,,14-Contratos e Convênios - 2020  08  Nº17/2020  14012375000186,"25.100,00",C,0,0,"25.100,00",C,,
,,14-Contratos e Convênios - 2020  08  Nº18/2020  14012375000186,"35.200,00",C,0,0,"35.200,00",C,,
,,14-Contratos e Convênios - 2020  08  Nº19/2020  06302885000160,"133.200,00",C,"133.200,00",0,0,C,,
,,14-Contratos e Convênios - 2020  08  Nº29/2020  21593746000126,"4.149,20",C,0,0,"4.149,20",C,,
,,14-Contratos e Convênios - 2020  08  Nº30/2020  18531205000169,"828,84",C,0,"7.656,00","8.484,84",C,,
,,14-Contratos e Convênios - 2020  08  Nº31/2020  78870771000127,"2.698,68",C,0,0,"2.698,68",C,,
,,14-Contratos e Convênios - 2020  08  Nº32/2020  25267561000182,"63,02",C,0,"206,7","269,72",C,,
,,14-Contratos e Convênios - 2020  08  Nº33/2020  06302885000160,"50.706,61",C,0,"133.200,00","183.906,61",C,,
,,14-Contratos e Convênios - 2020  08  Nº362020  50668722001916,0,C,0,"24.770,06","24.770,06",C,,
,,14-Contratos e Convênios - 2020  08  Nº58/2019  01079877000182,602,C,0,0,602,C,,
,,14-Contratos e Convênios - 2021  08  Nº 01/2021  12014370000167,"4.439,70",C,0,0,"4.439,70",C,,
,,14-Contratos e Convênios - 2021  08  Nº02/2021  00802002000102,"70.694,93",C,0,0,"70.694,93",C,,
,,14-Contratos e Convênios - 2021  08  Nº03/2021  35626812000121,"101.367,71",C,0,0,"101.367,71",C,,
,,14-Contratos e Convênios - 2021  08  Nº04/2021  07164711000140,"3.850,00",C,0,0,"3.850,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº04/2021_13-17  02176518000106,"353.989,77",C,0,0,"353.989,77",C,,
,,14-Contratos e Convênios - 2021  08  Nº04/2021_29-17  05164985000104,"420.372,91",C,0,0,"420.372,91",C,,
,,14-Contratos e Convênios - 2021  08  Nº05/2021  28655764000134,"2.960,00",C,0,0,"2.960,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº06/2021  18712730000180,304,C,0,0,304,C,,
,,14-Contratos e Convênios - 2021  08  Nº07/2021  83157032000122,"57.245,71",C,0,0,"57.245,71",C,,
,,14-Contratos e Convênios - 2021  08  Nº08/2021  05077346000101,"4.483,00",C,0,0,"4.483,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº09/2021  85247385000149,"10.531,80",C,0,0,"10.531,80",C,,
,,14-Contratos e Convênios - 2021  08  Nº10/2021  06106005000180,"9.240,00",C,0,0,"9.240,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº100/2021  05412147000102,"3.308,00",C,0,0,"3.308,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº101/2021  35215257000145,"35.051,05",C,0,0,"35.051,05",C,,
,,14-Contratos e Convênios - 2021  08  Nº102/2021  21504525000134,"36.878,70",C,0,0,"36.878,70",C,,
,,14-Contratos e Convênios - 2021  08  Nº103/2021  26395502000152,"3.294,00",C,0,0,"3.294,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº104/2021  05948061000107,"106,46",C,0,0,"106,46",C,,
,,14-Contratos e Convênios - 2021  08  Nº105/2021  11145401000156,"17.628,14",C,0,0,"17.628,14",C,,
,,14-Contratos e Convênios - 2021  08  Nº106/2021  39840107000183,"17.283,77",C,0,0,"17.283,77",C,,
,,14-Contratos e Convênios - 2021  08  Nº107/2021  07752236000123,"36.482,50",C,0,0,"36.482,50",C,,
,,14-Contratos e Convênios - 2021  08  Nº108/2021  05021932000134,"1.554,00",C,0,0,"1.554,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº109/2021  07947536000168,"84.395,87",C,0,0,"84.395,87",C,,
,,14-Contratos e Convênios - 2021  08  Nº11/2021  25034906000158,"28.000,00",C,0,0,"28.000,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº110/2021  03033589000112,504,C,0,0,504,C,,
,,14-Contratos e Convênios - 2021  08  Nº111/2021  72150550000106,"8.213,93",C,0,0,"8.213,93",C,,
,,14-Contratos e Convênios - 2021  08  Nº112/2021  05077346000101,"3.262,50",C,0,0,"3.262,50",C,,
,,14-Contratos e Convênios - 2021  08  Nº113/2021  06555143000146,"10.512,33",C,0,0,"10.512,33",C,,
,,14-Contratos e Convênios - 2021  08  Nº12/2021  82225947000165,"20.056,01",C,0,0,"20.056,01",C,,
,,14-Contratos e Convênios - 2021  08  Nº13/2021  12014370000167,"8.259,20",C,0,0,"8.259,20",C,,
,,14-Contratos e Convênios - 2021  08  Nº14/2021  00802002000102,"24.386,24",C,0,0,"24.386,24",C,,
,,14-Contratos e Convênios - 2021  08  Nº15/2021  09192829000108,"26.852,80",C,0,0,"26.852,80",C,,
,,14-Contratos e Convênios - 2021  08  Nº16/2021  03652030000332,"50.462,50",C,0,0,"50.462,50",C,,
,,14-Contratos e Convênios - 2021  08  Nº17/2021  05782733000300,"19.442,00",C,0,0,"19.442,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº18/2021  24586988000180,"7.330,00",C,0,0,"7.330,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº19/2021  67729178000491,"42.889,10",C,0,0,"42.889,10",C,,
,,14-Contratos e Convênios - 2021  08  Nº20/2021  02520829000302,"37.398,68",C,0,0,"37.398,68",C,,
,,14-Contratos e Convênios - 2021  08  Nº21/2021  76386283000113,"10.263,80",C,0,0,"10.263,80",C,,
,,14-Contratos e Convênios - 2021  08  Nº22/2021  28093678000185,"23.174,72",C,0,0,"23.174,72",C,,
,,14-Contratos e Convênios - 2021  08  Nº23/2021  10448145000103,"26.427,60",C,0,0,"26.427,60",C,,
,,14-Contratos e Convênios - 2021  08  Nº24/2021  12889035000102,"44.014,02",C,0,0,"44.014,02",C,,
,,14-Contratos e Convênios - 2021  08  Nº25/2021  34027398000171,"89.433,50",C,0,0,"89.433,50",C,,
,,14-Contratos e Convênios - 2021  08  Nº26/2021  04071245000160,"8.000,00",C,0,0,"8.000,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº27/2021  09676256000198,"1.218,95",C,0,0,"1.218,95",C,,
,,14-Contratos e Convênios - 2021  08  Nº28/2021  07752236000123,"51.845,62",C,0,0,"51.845,62",C,,
,,14-Contratos e Convênios - 2021  08  Nº29/2021  75014167000100,"3.160,00",C,0,0,"3.160,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº30/2021  02816696000154,"19.318,60",C,0,0,"19.318,60",C,,
,,14-Contratos e Convênios - 2021  08  Nº31/2021  81706251000198,"76.543,93",C,0,0,"76.543,93",C,,
,,14-Contratos e Convênios - 2021  08  Nº32/2021  05531725000120,"78.618,74",C,0,0,"78.618,74",C,,
,,14-Contratos e Convênios - 2021  08  Nº33/2021  09944371000104,"5.114,56",C,0,0,"5.114,56",C,,
,,14-Contratos e Convênios - 2021  08  Nº34/2021  18531205000169,"5.913,60",C,0,0,"5.913,60",C,,
,,14-Contratos e Convênios - 2021  08  Nº36/2021  13965228000168,"8.697,93",C,0,0,"8.697,93",C,,
,,14-Contratos e Convênios - 2021  08  Nº37/2021  08756034000112,180,C,0,0,180,C,,
,,14-Contratos e Convênios - 2021  08  Nº38/2021  22218306000151,"72.000,00",C,0,0,"72.000,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº43/2021  29732621000141,162,C,0,0,162,C,,
,,14-Contratos e Convênios - 2021  08  Nº44/2021  18531205000169,"23.336,26",C,0,0,"23.336,26",C,,
,,14-Contratos e Convênios - 2021  08  Nº45/2021  78870771000127,"1.663,67",C,0,0,"1.663,67",C,,
,,14-Contratos e Convênios - 2021  08  Nº46/2021  25267561000182,"32.108,57",C,0,0,"32.108,57",C,,
,,14-Contratos e Convênios - 2021  08  Nº47/2021  18274923000105,"2.296,50",C,0,0,"2.296,50",C,,
,,14-Contratos e Convênios - 2021  08  Nº48/2021  09196745000142,"18.811,00",C,0,0,"18.811,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº49/2021  29303183000104,575,C,0,0,575,C,,
,,14-Contratos e Convênios - 2021  08  Nº50/2021  06302885000160,"83.863,13",C,0,0,"83.863,13",C,,
,,14-Contratos e Convênios - 2021  08  Nº51/2021  18531601000196,"502,94",C,0,0,"502,94",C,,
,,14-Contratos e Convênios - 2021  08  Nº52/2021  04461076000175,"1.854,00",C,0,0,"1.854,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº53/2021  11132334000135,106,C,0,0,106,C,,
,,14-Contratos e Convênios - 2021  08  Nº54/2021  01602498000125,"167.113,00",C,0,0,"167.113,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº55/2021  83861815000192,"3.786,65",C,0,0,"3.786,65",C,,
,,14-Contratos e Convênios - 2021  08  Nº64/2021  03725261000167,"31.032,00",C,0,0,"31.032,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº65/2021  08888040000980,"11.712,00",C,0,0,"11.712,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº66/2021  02678428000113,"17.160,00",C,0,0,"17.160,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº67/2021  06005964000109,"3.217,39",C,0,0,"3.217,39",C,,
,,14-Contratos e Convênios - 2021  08  Nº68/2021  05937672000141,"10.245,95",C,0,0,"10.245,95",C,,
,,14-Contratos e Convênios - 2021  08  Nº69/2021  38613730000130,"4.874,85",C,0,0,"4.874,85",C,,
,,14-Contratos e Convênios - 2021  08  Nº70/2021  11118645000140,"1.300,00",C,0,0,"1.300,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº71/2021  25267561000182,"10.341,64",C,0,0,"10.341,64",C,,
,,14-Contratos e Convênios - 2021  08  Nº72/2021  10869890000126,"18.232,50",C,0,0,"18.232,50",C,,
,,14-Contratos e Convênios - 2021  08  Nº73/2021  82225947000165,"42.406,50",C,0,0,"42.406,50",C,,
,,14-Contratos e Convênios - 2021  08  Nº74/2021  12014370000167,"1.550,00",C,0,0,"1.550,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº75/2021  00802002000102,"29.106,21",C,0,0,"29.106,21",C,,
,,14-Contratos e Convênios - 2021  08  Nº76/2021  03652030000332,"146.136,90",C,0,0,"146.136,90",C,,
,,14-Contratos e Convênios - 2021  08  Nº77/2021  05782733000300,"44.718,91",C,0,0,"44.718,91",C,,
,,14-Contratos e Convênios - 2021  08  Nº78/2021  94516671000234,"51.248,28",C,0,0,"51.248,28",C,,
,,14-Contratos e Convênios - 2021  08  Nº79/2021  67729178000491,"82.914,90",C,0,"111.223,30","194.138,20",C,,
,,14-Contratos e Convênios - 2021  08  Nº80/2021  02520829000302,"16.294,00",C,0,0,"16.294,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº81/2021  76386283000113,"7.556,80",C,0,"110.930,06","118.486,86",C,,
,,14-Contratos e Convênios - 2021  08  Nº82/2021  25279552000101,"8.783,82",C,0,0,"8.783,82",C,,
,,14-Contratos e Convênios - 2021  08  Nº83/2021  16970999000131,"47.355,00",C,0,0,"47.355,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº84/2021  12889035000102,"32.593,81",C,0,0,"32.593,81",C,,
,,14-Contratos e Convênios - 2021  08  Nº85/2021  34027398000171,"33.900,48",C,0,0,"33.900,48",C,,
,,14-Contratos e Convênios - 2021  08  Nº86/2021  04071245000160,"5.767,70",C,0,0,"5.767,70",C,,
,,14-Contratos e Convênios - 2021  08  Nº87/2021  07752236000123,"89.672,05",C,0,0,"89.672,05",C,,
,,14-Contratos e Convênios - 2021  08  Nº88/2021  41365113000178,"87.021,01",C,0,0,"87.021,01",C,,
,,14-Contratos e Convênios - 2021  08  Nº89/2021  02816696000154,"40.692,94",C,0,0,"40.692,94",C,,
,,14-Contratos e Convênios - 2021  08  Nº90/2021  81706251000198,"111.869,07",C,0,0,"111.869,07",C,,
,,14-Contratos e Convênios - 2021  08  Nº91/2021  05531725000120,"72.532,58",C,0,0,"72.532,58",C,,
,,14-Contratos e Convênios - 2021  08  Nº92/2021  06106005000180,"1.601,40",C,0,0,"1.601,40",C,,
,,14-Contratos e Convênios - 2021  08  Nº93/2021  09944371000104,"6.165,32",C,0,0,"6.165,32",C,,
,,14-Contratos e Convênios - 2021  08  Nº94/2021  04372020000144,"2.149,90",C,0,0,"2.149,90",C,,
,,14-Contratos e Convênios - 2021  08  Nº99/2021  00802002000102,"2.797,00",C,0,0,"2.797,00",C,,
,,14-Contratos e Convênios - 2022  08  Nº02/2022  12014370000167,"711,14",C,0,0,"711,14",C,,
,,14-Contratos e Convênios - 2022  08  Nº03/2022  00802002000102,"25.213,84",C,0,0,"25.213,84",C,,
,,14-Contratos e Convênios - 2022  08  Nº04/2022  00802002000102,"22.363,35",C,0,0,"22.363,35",C,,
,,14-Contratos e Convênios - 2022  08  Nº05/2022  47063094000101,"52.832,82",C,0,0,"52.832,82",C,,
,,14-Contratos e Convênios - 2022  08  Nº05/2022_13-17  02176518000106,"142.403,95",C,0,0,"142.403,95",C,,
,,14-Contratos e Convênios - 2022  08  Nº05/2022_29-17  05164985000104,"148.082,83",C,0,0,"148.082,83",C,,
,,14-Contratos e Convênios - 2022  08  Nº06/2022  19316524000114,"1.225,95",C,0,0,"1.225,95",C,,
,,14-Contratos e Convênios - 2022  08  Nº06/2022_85-19  50668722001916,"24.770,06",C,"24.770,06",0,0,C,,
,,14-Contratos e Convênios - 2022  08  Nº07/2022  26043097000103,"396,26",C,0,0,"396,26",C,,
,,14-Contratos e Convênios - 2022  08  Nº08/2022  25034906000158,"4.850,93",C,0,0,"4.850,93",C,,
,,14-Contratos e Convênios - 2022  08  Nº09/2022  05948061000107,"37.547,41",C,0,0,"37.547,41",C,,
,,14-Contratos e Convênios - 2022  08  Nº10/2022  78742491000133,"60.374,03",C,0,0,"60.374,03",C,,
,,14-Contratos e Convênios - 2022  08  Nº11/2022  11145401000156,"12.696,04",C,0,0,"12.696,04",C,,
,,14-Contratos e Convênios - 2022  08  Nº12/2022  39840107000183,"14.175,62",C,0,0,"14.175,62",C,,
,,14-Contratos e Convênios - 2022  08  Nº13/2022  07752236000123,"11.910,00",C,0,0,"11.910,00",C,,
,,14-Contratos e Convênios - 2022  08  Nº14/2022  83157032000122,"2.565,50",C,0,0,"2.565,50",C,,
,,14-Contratos e Convênios - 2022  08  Nº15/2022  21484336000147,"4.090,00",C,0,0,"4.090,00",C,,
,,14-Contratos e Convênios - 2022  08  Nº16/2022  20483619000101,"14.390,85",C,0,0,"14.390,85",C,,
,,14-Contratos e Convênios - 2022  08  Nº17/2022  01733345000117,"2.727,00",C,0,0,"2.727,00",C,,
,,14-Contratos e Convênios - 2022  08  Nº18/2022  03033589000112,"3.548,45",C,0,0,"3.548,45",C,,
,,14-Contratos e Convênios - 2022  08  Nº19/2022  05077346000101,"3.317,00",C,0,0,"3.317,00",C,,
,,14-Contratos e Convênios - 2022  08  Nº20/2022  08756034000112,74,C,0,0,74,C,,
,,14-Contratos e Convênios - 2022  08  Nº21/2022  18531205000169,"26.539,50",C,0,0,"26.539,50",C,,
,,14-Contratos e Convênios - 2022  08  Nº22/2022  03593403000180,"493,2",C,0,0,"493,2",C,,
,,14-Contratos e Convênios - 2022  08  Nº24/2022  29732621000141,"59.554,00",C,0,0,"59.554,00",C,,
,,14-Contratos e Convênios - 2022  08  Nº25/2022  25267561000182,"62.607,65",C,0,0,"62.607,65",C,,
,,14-Contratos e Convênios - 2022  08  Nº26/2022  43688856000104,"1.321,30",C,0,0,"1.321,30",C,,
,,14-Contratos e Convênios - 2022  08  Nº27/2022  39835150000150,827,C,0,0,827,C,,
,,14-Contratos e Convênios - 2022  08  Nº28/2022  18274923000105,"8.193,75",C,0,0,"8.193,75",C,,
,,14-Contratos e Convênios - 2022  08  Nº29/2022  83861815000192,"199.944,49",C,0,0,"199.944,49",C,,
,,14-Contratos e Convênios - 2022  08  Nº30/2022  30363223000184,"804.830,00",C,0,0,"804.830,00",C,,
,,14-Contratos e Convênios - 2024  08  Nº 02/2024  29732621000141,0,C,"1.152,00","14.400,00","13.248,00",C,,
8.1.2.3.1.04.02,Analitica,EXECUTADOS,0,C,0,"1.152,00","1.152,00",C,FUNDO MUNICIPAL SAÚDE ALFREDO WAGNER,2369
,,14-Contratos e Convênios - 2024  08  Nº 02/2024  29732621000141,0,C,0,"1.152,00","1.152,00",C,,
8.1.2.3.1.09,Sintética,EXECUÇÃO DE CONTRATOS DE RATEIO DE CONSÓRCIOS PÚBLICOS,730,C,"28.270,00","40.270,00","12.730,00",C,FUNDO MUNICIPAL SAÚDE ALFREDO WAGNER,2369
8.1.2.3.1.09.01,Analitica,CONTRATOS DE RATEIO - A EXECUTAR,0,C,"12.000,00","12.000,00",0,C,FUNDO MUNICIPAL SAÚDE ALFREDO WAGNER,2369
,,14-Contratos e Convênios - 2023  08  N°03/2023  42499226000129,0,C,"12.000,00","12.000,00",0,C,,
8.1.2.3.1.09.02,Analitica,CONTRATOS DE RATEIO - EM EXECUÇÃO,730,C,"16.270,00","19.270,00","3.730,00",C,FUNDO MUNICIPAL SAÚDE ALFREDO WAGNER,2369
,,14-Contratos e Convênios - 2023  08  N°03/2023  42499226000129,0,C,"7.270,00","12.000,00","4.730,00",C,,
,,14-Contratos e Convênios - 2023  08  Nº03/2023  42499226000129,730,C,"9.000,00","7.270,00","1.000,00",D,,
8.1.2.3.1.09.03,Analitica,CONTRATOS DE RATEIO - EXECUTADOS,0,C,0,"9.000,00","9.000,00",C,FUNDO MUNICIPAL SAÚDE ALFREDO WAGNER,2369
,,14-Contratos e Convênios - 2023  08  Nº03/2023  42499226000129,0,C,0,"9.000,00","9.000,00",C,,
8.2,Sintética,EXECUÇÃO DA ADMINISTRAÇÃO FINANCEIRA,"967.566,15",C,"42.948.825,29","52.962.971,88","10.981.712,74",C,FUNDO MUNICIPAL SAÚDE ALFREDO WAGNER,2369
8.2.2001,Sintética,EXECUÇÃO DAS DISPONIBILIDADES POR DESTINAÇÃO,"967.566,15",C,"42.948.825,29","52.962.971,88","10.981.712,74",C,FUNDO MUNICIPAL SAÚDE ALFREDO WAGNER,2369
