Máscara,Tipo,Descrição,Saldo anterior,Tipo Saldo,Débito,Crédito,Saldo atual,Tipo Saldo,Entidade,ID_Entidade
8.1.2.2.1.01.01,Analitica,CONVÊNIOS A LIBERAR,0,C,"250.000,00","1.200.000,00","950.000,00",C,FUNDO MUNICIPAL SAÚDE ALFREDO WAGNER,2369
,,14-Contratos e Convênios - 2024  06  CONV1/2024  84399351000107,0,C,"250.000,00","1.200.000,00","950.000,00",C,,
8.1.2.2.1.01.02,Analitica,CONVÊNIOS A COMPROVAR,0,C,0,"250.000,00","250.000,00",C,FUNDO MUNICIPAL SAÚDE ALFREDO WAGNER,2369
,,14-Contratos e Convênios - 2024  06  CONV1/2024  84399351000107,0,C,0,"250.000,00","250.000,00",C,,
8.1.2.3,Sintética,EXECUÇÃO DE OBRIGAÇÕES CONTRATUAIS,"17.007.370,87",C,"7.220.325,52","9.391.964,34","19.179.009,69",C,FUNDO MUNICIPAL SAÚDE ALFREDO WAGNER,2369
8.1.2.3.1,Sintética,EXECUÇÃO DE OBRIGAÇÕES -CONSOLIDAÇÃO,"17.007.370,87",C,"7.220.325,52","9.391.964,34","19.179.009,69",C,FUNDO MUNICIPAL SAÚDE ALFREDO WAGNER,2369
8.1.2.3.1.02,Sintética,CONTRATOS DE SERVIÇOS,"3.174.008,42",C,"4.297.313,12","6.442.551,94","5.319.247,24",C,FUNDO MUNICIPAL SAÚDE ALFREDO WAGNER,2369
8.1.2.3.1.02.01,Analitica,A EXECUTAR,"3.174.008,42",C,"4.071.289,88","5.729.980,96","4.832.699,50",C,FUNDO MUNICIPAL SAÚDE ALFREDO WAGNER,2369
,,14-Contratos e Convênios - 2016  08  30/2016  00456865000167,"6.840,00",C,"6.840,00",0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº06-2016  03501603000165,"230,68",C,"230,68",0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº06-2016  86910346000142,"35.273,00",C,"35.273,00",0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº10/2016  03501603000165,0,C,0,"230,68","230,68",C,,
,,14-Contratos e Convênios - 2016  08  Nº29-2016  86910346000142,"2.864,00",C,0,"35.273,00","38.137,00",C,,
,,14-Contratos e Convênios - 2016  08  Nº30-2016  00456865000167,"6.840,00",C,0,"11.724,72","18.564,72",C,,
,,14-Contratos e Convênios - 2016  08  Nº62-2016  00456865000167,"4.884,72",C,"4.884,72",0,0,C,,
,,14-Contratos e Convênios - 2017  08  Nº01-2017  03989937000120,"179.900,00",C,"179.900,00",0,0,C,,
,,14-Contratos e Convênios - 2017  08  Nº15-2017  17725097000100,"8.708,00",C,0,0,"8.708,00",C,,
,,14-Contratos e Convênios - 2017  08  Nº30-2017  04617302000164,"4.861,00",C,0,0,"4.861,00",C,,
,,14-Contratos e Convênios - 2017  08  Nº31-2017  19578973000130,200,C,0,0,200,C,,
,,14-Contratos e Convênios - 2017  08  Nº32-2017  86910346000142,"2.176,00",C,0,0,"2.176,00",C,,
,,14-Contratos e Convênios - 2017  08  Nº61-2017  23218608000192,"75.016,49",C,"75.016,49",0,0,C,,
,,14-Contratos e Convênios - 2017  08  Nº65-2017  02451014000157,"53.000,00",C,"53.000,00",0,0,C,,
,,14-Contratos e Convênios - 2018  08  Nº01-2018  23218608000192,"72.089,93",C,"72.089,93",0,0,C,,
,,14-Contratos e Convênios - 2018  08  Nº02-2018  02451014000157,"27.280,00",C,"27.280,00",0,0,C,,
,,14-Contratos e Convênios - 2018  08  Nº03/2018  02451014000157,"163.680,00",C,"163.680,00",0,0,C,,
,,14-Contratos e Convênios - 2018  08  Nº04/2018  18531205000169,"5.305,80",C,0,0,"5.305,80",C,,
,,14-Contratos e Convênios - 2018  08  Nº26/2018  04475784000165,"3.970,00",C,"3.970,00",0,0,C,,
,,14-Contratos e Convênios - 2018  08  Nº28/2018  86910346000142,"1.967,00",C,"1.967,00",0,0,C,,
,,14-Contratos e Convênios - 2018  08  Nº33/2018  00456865000167,"420,19",C,"420,19",0,0,C,,
,,14-Contratos e Convênios - 2018  08  Nº33/2018  86910346000142,0,C,0,"1.967,00","1.967,00",C,,
,,14-Contratos e Convênios - 2018  08  Nº34/2018  04475784000165,0,C,0,"3.970,00","3.970,00",C,,
,,14-Contratos e Convênios - 2018  08  Nº35/2018  06153982000138,"13.420,00",C,0,0,"13.420,00",C,,
,,14-Contratos e Convênios - 2018  08  Nº36/2018  19719612000167,"2.802,50",C,0,0,"2.802,50",C,,
,,14-Contratos e Convênios - 2018  08  Nº37/2018  10640742000135,"6.300,00",C,0,0,"6.300,00",C,,
,,14-Contratos e Convênios - 2018  08  Nº38/2018  90180605000102,"16.650,00",C,0,0,"16.650,00",C,,
,,14-Contratos e Convênios - 2018  08  Nº41/2018  02520829000140,"136.131,54",C,0,0,"136.131,54",C,,
,,14-Contratos e Convênios - 2018  08  Nº64/2018  02451014000157,"42.280,00",C,0,"243.960,00","286.240,00",C,,
,,14-Contratos e Convênios - 2018  08  Nº65/2018  00456865000167,"892,92",C,0,"420,19","1.313,11",C,,
,,14-Contratos e Convênios - 2018  08  Nº66/2018  02451014000157,"95.920,00",C,0,0,"95.920,00",C,,
,,14-Contratos e Convênios - 2019  08  Nº01/2019  19578973000130,"2.411,10",C,0,0,"2.411,10",C,,
,,14-Contratos e Convênios - 2019  08  Nº02/2019  10817722000197,"32.940,00",C,"32.940,00",0,0,C,,
,,14-Contratos e Convênios - 2019  08  Nº03/2019  04617302000164,"3.619,50",C,0,0,"3.619,50",C,,
,,14-Contratos e Convênios - 2019  08  Nº03/2022_17/19  08584873000109,220,C,0,0,220,C,,
,,14-Contratos e Convênios - 2019  08  Nº05/2023_45-19  08584873000109,0,C,"2.818,80","2.818,80",0,C,,
,,14-Contratos e Convênios - 2019  08  Nº08/2019  84399351000107,"232.800,00",C,"232.800,00",0,0,C,,
,,14-Contratos e Convênios - 2019  08  Nº15/2019  30594090000157,"13.980,00",C,0,0,"13.980,00",C,,
,,14-Contratos e Convênios - 2019  08  Nº16/2019  03989937000120,"74.540,00",C,0,"179.900,00","254.440,00",C,,
,,14-Contratos e Convênios - 2019  08  Nº17/2019  08584873000109,"5.592,00",C,0,"5.592,00","11.184,00",C,,
,,14-Contratos e Convênios - 2019  08  Nº19/2019  21755190000127,"5.400,00",C,0,"32.400,00","37.800,00",C,,
,,14-Contratos e Convênios - 2020  08  N°02/2020  84399351000107,"280.000,00",C,0,"652.800,00","932.800,00",C,,
,,14-Contratos e Convênios - 2020  08  N°04/2020  02451014000157,"297.360,00",C,0,0,"297.360,00",C,,
,,14-Contratos e Convênios - 2020  08  Nº01/2019  84399351000107,"420.000,00",C,"420.000,00",0,0,C,,
,,14-Contratos e Convênios - 2020  08  Nº01/2020  00456865000167,"36.564,48",C,"36.564,48",0,0,C,,
,,14-Contratos e Convênios - 2020  08  Nº01/2020  02451014000157,"59.170,00",C,0,0,"59.170,00",C,,
,,14-Contratos e Convênios - 2020  08  Nº01/2020  08584873000109,"5.592,00",C,"5.592,00",0,0,C,,
,,14-Contratos e Convênios - 2020  08  Nº01/2020  21755190000127,"32.400,00",C,"32.400,00",0,0,C,,
,,14-Contratos e Convênios - 2020  08  Nº02/2020-1  19578973000130,"2.730,00",C,0,0,"2.730,00",C,,
,,14-Contratos e Convênios - 2020  08  Nº02/2020-2  90180605000102,"28.085,12",C,0,0,"28.085,12",C,,
,,14-Contratos e Convênios - 2020  08  Nº03/2020  10817722000197,"8.235,00",C,0,"32.940,00","41.175,00",C,,
,,14-Contratos e Convênios - 2020  08  Nº28/2020  01580386000382,258,C,0,0,258,C,,
,,14-Contratos e Convênios - 2020  08  Nº34/2020  20233459000142,"3.720,00",C,0,0,"3.720,00",C,,
,,14-Contratos e Convênios - 2020  08  Nº85/2019  00456865000167,"36.240,00",C,0,"36.564,48","72.804,48",C,,
,,14-Contratos e Convênios - 2021  08  Nº02/2021_17/19  08584873000109,"3.252,50",C,0,0,"3.252,50",C,,
,,14-Contratos e Convênios - 2021  08  Nº02/2021_84/19  00456865000167,"2.007,76",C,0,0,"2.007,76",C,,
,,14-Contratos e Convênios - 2021  08  Nº02/2023_42-21  37606351000150,0,C,"19.500,00","19.500,00",0,C,,
,,14-Contratos e Convênios - 2021  08  Nº03/2021_31/18  05044655000185,"9.623,46",C,0,0,"9.623,46",C,,
,,14-Contratos e Convênios - 2021  08  Nº03/2024_42-21  37606351000150,0,C,"53.708,66","45.840,55","7.868,11",D,,
,,14-Contratos e Convênios - 2021  08  Nº04/2021_37/17  23218608000192,"76.500,10",C,0,"147.106,42","223.606,52",C,,
,,14-Contratos e Convênios - 2021  08  Nº104/2021  80069792000190,"40.250,00",C,"40.250,00",0,0,C,,
,,14-Contratos e Convênios - 2021  08  Nº114/2021  01580386000382,"192,34",C,0,0,"192,34",C,,
,,14-Contratos e Convênios - 2021  08  Nº39/2021  04617302000164,"1.798,50",C,0,0,"1.798,50",C,,
,,14-Contratos e Convênios - 2021  08  Nº41/2021  11464942000147,"3.400,00",C,0,0,"3.400,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº42/2021  37606351000150,"6.500,00",C,0,0,"6.500,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº56/2021  42763275000127,"15.063,50",C,0,"11.400,00","26.463,50",C,,
,,14-Contratos e Convênios - 2021  08  Nº57/2021  95861654000116,"34.890,60",C,0,0,"34.890,60",C,,
,,14-Contratos e Convênios - 2021  08  Nº58/2021  12665024000149,"34.106,60",C,0,0,"34.106,60",C,,
,,14-Contratos e Convênios - 2021  08  Nº59/2021  05684103000131,"30.000,00",C,0,0,"30.000,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº60/2021  42877248000185,"19.488,00",C,0,0,"19.488,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº61/2021  10640742000135,"33.654,00",C,0,0,"33.654,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº62/2021  32370309000160,"7.242,00",C,0,0,"7.242,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº63/2021  80069792000190,"29.182,50",C,0,"40.250,00","69.432,50",C,,
,,14-Contratos e Convênios - 2021  08  Nº94/2021  42763275000127,"11.400,00",C,"11.400,00",0,0,C,,
,,14-Contratos e Convênios - 2021  08  Nº95/2021  37365559000125,"6.990,00",C,0,0,"6.990,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº96/2021  11534655000166,"4.375,00",C,0,0,"4.375,00",C,,
,,14-Contratos e Convênios - 2021  08  Nº97/2021  34658053000116,"7.590,00",C,0,0,"7.590,00",C,,
,,14-Contratos e Convênios - 2022  08  32/2022  05164985000295,0,C,"1.765.209,60","1.765.209,60",0,C,,
,,14-Contratos e Convênios - 2022  08  Nº01/2022_58-21  12665024000149,"4.277,50",C,0,0,"4.277,50",C,,
,,14-Contratos e Convênios - 2022  08  Nº04/2022_17-19  08584873000109,"2.664,50",C,0,0,"2.664,50",C,,
,,14-Contratos e Convênios - 2022  08  Nº07/2022_38-18  90180605000102,"29.817,52",C,0,0,"29.817,52",C,,
,,14-Contratos e Convênios - 2022  08  Nº07/2022_85-19  00456865000167,"29.164,36",C,0,0,"29.164,36",C,,
,,14-Contratos e Convênios - 2022  08  Nº23/2022  27852816000108,"47.000,00",C,0,0,"47.000,00",C,,
,,14-Contratos e Convênios - 2022  08  Nº25/2022.  27852816000108,"52.200,00",C,0,0,"52.200,00",C,,
,,14-Contratos e Convênios - 2022  08  Nº32/2022  05164985000295,0,C,"229.024,46","1.789.259,71","1.560.235,25",C,,
,,14-Contratos e Convênios - 2023  08  Nº01/2023_45-23P  82863291000106,760,C,0,0,760,C,,
,,14-Contratos e Convênios - 2023  08  Nº01/2024_02-23  27852816000108,0,C,"211.928,36","188.381,36","23.547,00",D,,
,,14-Contratos e Convênios - 2023  08  Nº02/2023_42-21  37606351000150,"19.500,00",C,"13.000,00",0,"6.500,00",C,,
,,14-Contratos e Convênios - 2023  08  Nº04/2023  90180605000102,"31.500,01",C,"27.999,93","6.999,89","10.499,97",C,,
,,14-Contratos e Convênios - 2023  08  Nº05/2023  82863291000106,"3.420,00",C,"3.515,00",380,285,C,,
,,14-Contratos e Convênios - 2023  08  Nº05/2023_45-19  08584873000109,"5.592,00",C,"2.349,00",0,"3.243,00",C,,
,,14-Contratos e Convênios - 2023  08  Nº08/2023_84-19  00456865000167,"1.536,60",C,0,0,"1.536,60",C,,
,,14-Contratos e Convênios - 2023  08  Nº09/2023_84-19  00456865000167,"658,1",C,0,0,"658,1",C,,
,,14-Contratos e Convênios - 2023  08  Nº38/2018-  90180605000102,"16.650,00",C,0,0,"16.650,00",C,,
,,14-Contratos e Convênios - 2024  08  01/2024_02-23  27852816000108,0,C,"164.833,69","282.572,00","117.738,31",C,,
,,14-Contratos e Convênios - 2024  08  03/2024_42-21  37.606.351/0001-50,0,C,"78.000,00","78.000,00",0,C,,
,,14-Contratos e Convênios - 2024  08  04/2024_42/21  37.606.351/0001-50,0,C,"108.744,44","108.744,44",0,C,,
,,14-Contratos e Convênios - 2024  08  Nº02/2023_45-23P  82863291000106,0,C,0,"4.085,00","4.085,00",C,,
,,14-Contratos e Convênios - 2024  08  Nº03/2024_42-21  37606351000150,0,C,0,"32.159,45","32.159,45",C,,
,,14-Contratos e Convênios - 2024  08  Nº04/2024_42/21  37606351000150,0,C,0,"15.372,22","15.372,22",C,,
8.1.2.3.1.02.02,Analitica,EXECUTADOS,0,C,"226.023,24","712.570,98","486.547,74",C,FUNDO MUNICIPAL SAÚDE ALFREDO WAGNER,2369
,,14-Contratos e Convênios - 2019  08  Nº05/2023_45-19  08584873000109,0,C,"2.349,00","2.349,00",0,C,,
,,14-Contratos e Convênios - 2021  08  Nº02/2023_42-21  37606351000150,0,C,"13.000,00","13.000,00",0,C,,
,,14-Contratos e Convênios - 2021  08  Nº03/2024_42-21  37606351000150,0,C,"45.840,55","53.708,66","7.868,11",C,,
,,14-Contratos e Convênios - 2022  08  Nº32/2022  05164985000295,0,C,0,"204.974,35","204.974,35",C,,
,,14-Contratos e Convênios - 2023  08  Nº01/2024_02-23  27852816000108,0,C,"164.833,69","188.380,69","23.547,00",C,,
,,14-Contratos e Convênios - 2023  08  Nº02/2023_42-21  37606351000150,0,C,0,"13.000,00","13.000,00",C,,
,,14-Contratos e Convênios - 2023  08  Nº04/2023  90180605000102,0,C,0,"21.000,04","21.000,04",C,,
,,14-Contratos e Convênios - 2023  08  Nº05/2023  82863291000106,0,C,0,"3.135,00","3.135,00",C,,
,,14-Contratos e Convênios - 2023  08  Nº05/2023_45-19  08584873000109,0,C,0,"2.349,00","2.349,00",C,,
,,14-Contratos e Convênios - 2024  08  Nº01/2024_02-23  27852816000108,0,C,0,"164.833,69","164.833,69",C,,
,,14-Contratos e Convênios - 2024  08  Nº03/2024_42-21  37606351000150,0,C,0,"45.840,55","45.840,55",C,,
8.1.2.3.1.04,Sintética,CONTRATOS DE FORNECIMENTO DE BENS,"13.832.632,45",C,"2.894.742,40","2.909.142,40","13.847.032,45",C,FUNDO MUNICIPAL SAÚDE ALFREDO WAGNER,2369
8.1.2.3.1.04.01,Analitica,A EXECUTAR,"13.832.632,45",C,"2.894.742,40","2.907.990,40","13.845.880,45",C,FUNDO MUNICIPAL SAÚDE ALFREDO WAGNER,2369
,,14-Contratos e Convênios - 2015  08  Nº01/2015  00802002000102,"5.991,08",C,"5.991,08",0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº 02-2016  05077346000101,"189,78",C,"189,78",0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº01-2016  04989294000187,"24,85",C,"24,85",0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº02-2016  83157032000122,"5,1",C,"5,1",0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº03-2016  00802002000102,"325,65",C,"325,65",0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº05-2016  05077346000101,47,C,47,0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº06/2016  85079200000134,"3.777,60",C,0,0,"3.777,60",C,,
,,14-Contratos e Convênios - 2016  08  Nº08-2016  05077346000101,"30,47",C,"30,47",0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº09-2016  04989294000187,"29,82",C,"29,82",0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº13-2016  09253952000191,338,C,338,0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº14-2016  14588459000162,"1.239,00",C,"1.239,00",0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº16-2016  02176518000106,"526.202,99",C,0,"603.555,28","1.129.758,27",C,,
,,14-Contratos e Convênios - 2016  08  Nº17-2016  83725523000122,"2.400,00",C,0,0,"2.400,00",C,,
,,14-Contratos e Convênios - 2016  08  Nº18-2016  00802002000102,"9.194,00",C,0,"6.316,73","15.510,73",C,,
,,14-Contratos e Convênios - 2016  08  Nº19-2016  14588459000162,0,C,0,"1.239,00","1.239,00",C,,
,,14-Contratos e Convênios - 2016  08  Nº21-2016  79888178000170,"343.699,86",C,0,0,"343.699,86",C,,
,,14-Contratos e Convênios - 2016  08  Nº22-2016  83157032000122,"6.220,00",C,0,"5,1","6.225,10",C,,
,,14-Contratos e Convênios - 2016  08  Nº23-2016  00802002000102,"13.125,89",C,0,0,"13.125,89",C,,
,,14-Contratos e Convênios - 2016  08  Nº24-2016  05077346000101,"7.961,00",C,0,"267,25","8.228,25",C,,
,,14-Contratos e Convênios - 2016  08  Nº25-2016  04989294000187,"4.674,00",C,0,"54,67","4.728,67",C,,
,,14-Contratos e Convênios - 2016  08  Nº26-216  14918622000108,"9.069,00",C,0,0,"9.069,00",C,,
,,14-Contratos e Convênios - 2016  08  Nº27-2016  20081724000114,"7.784,00",C,0,0,"7.784,00",C,,
,,14-Contratos e Convênios - 2016  08  Nº28-2016  05164985000104,"531.026,07",C,0,0,"531.026,07",C,,
,,14-Contratos e Convênios - 2016  08  Nº32-2016  94894169000186,"50.009,50",C,"50.009,50",0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº33-2016  02520829000140,"87.530,00",C,"87.530,00",0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº34-2016  03652030000170,"121.532,28",C,"121.532,28",0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº36-2016  05531725000120,"184.002,20",C,"184.002,20",0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº39-2016  09676256000198,"22.292,02",C,"22.292,02",0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº41-2016  04071245000160,"25.424,74",C,0,0,"25.424,74",C,,
,,14-Contratos e Convênios - 2016  08  Nº42-2016  76386283000113,"51.436,00",C,"51.436,00",0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº43-2016  12889035000102,"30.076,00",C,"30.076,00",0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº43/2018  03652030000170,0,C,0,"148.611,83","148.611,83",C,,
,,14-Contratos e Convênios - 2016  08  Nº44-2016  67729178000220,"115.241,50",C,0,0,"115.241,50",C,,
,,14-Contratos e Convênios - 2016  08  Nº46-2016  94894169000186,"32.080,42",C,"32.080,42",0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº47-2016  02520829000140,"80.659,50",C,"80.659,50",0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº48-2016  03652030000170,"27.079,55",C,"27.079,55",0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº50-2016  05531725000120,"149.460,32",C,"149.460,32",0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº51-2016  06035038000186,"59.858,00",C,"59.858,00",0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº52-2016  67729178000491,"111.223,30",C,"111.223,30",0,0,C,,
,,14-Contratos e Convênios - 2016  08  Nº53-2016  09676256000198,"91.473,19",C,0,"22.292,02","113.765,21",C,,
,,14-Contratos e Convênios - 2017  08  Nº02-2017  08756034000112,"5.700,00",C,0,0,"5.700,00",C,,
,,14-Contratos e Convênios - 2017  08  Nº03-2017  18531205000169,"10.220,14",C,0,0,"10.220,14",C,,
,,14-Contratos e Convênios - 2017  08  Nº04-2017  21593746000126,"5.524,73",C,0,0,"5.524,73",C,,
,,14-Contratos e Convênios - 2017  08  Nº06-2017  78870771000127,74,C,0,0,74,C,,
,,14-Contratos e Convênios - 2017  08  Nº10-2017  05077346000101,"142.101,45",C,0,0,"142.101,45",C,,
,,14-Contratos e Convênios - 2017  08  Nº11-2017  02223342000104,"19.123,70",C,0,0,"19.123,70",C,,
,,14-Contratos e Convênios - 2017  08  Nº12-2017  05021932000134,"29.062,50",C,0,0,"29.062,50",C,,
,,14-Contratos e Convênios - 2017  08  Nº14-2017  14190675000236,"56.522,77",C,0,0,"56.522,77",C,,
,,14-Contratos e Convênios - 2017  08  Nº20-2017  10381875000134,"1.021,60",C,0,0,"1.021,60",C,,
,,14-Contratos e Convênios - 2017  08  Nº25-2017  80954555000101,"10.324,50",C,0,0,"10.324,50",C,,
,,14-Contratos e Convênios - 2017  08  Nº26-2017  01031105000170,"7.132,34",C,0,0,"7.132,34",C,,
,,14-Contratos e Convênios - 2017  08  Nº28-2017  15608150000150,"6.257,74",C,0,0,"6.257,74",C,,
,,14-Contratos e Convênios - 2017  08  Nº29-2017  05164985000104,"66.462,08",C,0,"551.820,33","618.282,41",C,,
,,14-Contratos e Convênios - 2017  08  Nº33-2017  78870771000127,"74,3",C,0,0,"74,3",C,,
,,14-Contratos e Convênios - 2017  08  Nº34-2017  21593746000126,"537,34",C,0,0,"537,34",C,,
,,14-Contratos e Convênios - 2017  08  Nº35-2017  18531205000169,"99,04",C,0,0,"99,04",C,,
,,14-Contratos e Convênios - 2017  08  Nº36-2017  13965228000168,"84,37",C,0,0,"84,37",C,,
,,14-Contratos e Convênios - 2017  08  Nº42-2017  02816696000154,"10.918,86",C,0,0,"10.918,86",C,,
,,14-Contratos e Convênios - 2017  08  Nº45-2017  67729178000491,"49.962,00",C,0,0,"49.962,00",C,,
,,14-Contratos e Convênios - 2017  08  Nº55-2017  06035038000186,0,C,0,"59.858,00","59.858,00",C,,
,,14-Contratos e Convênios - 2017  08  Nº58-2017  81706251000198,"8.497,80",C,0,0,"8.497,80",C,,
,,14-Contratos e Convênios - 2018  08  Nº01-2019  05164985000104,"551.820,33",C,"551.820,33",0,0,C,,
,,14-Contratos e Convênios - 2018  08  Nº02/2018  78870771000127,"1.046,25",C,0,0,"1.046,25",C,,
,,14-Contratos e Convênios - 2018  08  Nº03/2018  08756034000112,"1.360,00",C,0,0,"1.360,00",C,,
,,14-Contratos e Convênios - 2018  08  Nº05/2018  21593746000126,"6.516,95",C,0,0,"6.516,95",C,,
,,14-Contratos e Convênios - 2018  08  Nº06-2018  17725097000100,"2.146,00",C,0,0,"2.146,00",C,,
,,14-Contratos e Convênios - 2018  08  Nº08/2018  00802002000102,"51.955,30",C,"51.955,30",0,0,C,,
,,14-Contratos e Convênios - 2018  08  Nº11/2018  05077346000101,"64.278,67",C,"64.278,67",0,0,C,,
,,14-Contratos e Convênios - 2018  08  Nº13/2018  06555143000146,"22.483,18",C,0,0,"22.483,18",C,,
,,14-Contratos e Convênios - 2018  08  Nº13/2018  79888178000170,"14.601,80",C,"14.601,80",0,0,C,,
,,14-Contratos e Convênios - 2018  08  Nº14/2018  05021932000134,"3.130,56",C,0,0,"3.130,56",C,,
,,14-Contratos e Convênios - 2018  08  Nº15/2018  85081446000140,167,C,0,0,167,C,,
,,14-Contratos e Convênios - 2018  08  Nº16/2018  24537945000105,"513,8",C,0,0,"513,8",C,,
,,14-Contratos e Convênios - 2018  08  Nº17/2018  11145401000156,"40.340,40",C,0,"55.843,50","96.183,90",C,,
,,14-Contratos e Convênios - 2018  08  Nº18/2018  79888178000170,"394.737,95",C,0,"14.601,80","409.339,75",C,,
,,14-Contratos e Convênios - 2018  08  Nº19/2018  05077346000101,"10.840,57",C,0,"64.278,67","75.119,24",C,,
,,14-Contratos e Convênios - 2018  08  Nº20/2018  11145401000156,"4.806,14",C,0,0,"4.806,14",C,,
,,14-Contratos e Convênios - 2018  08  Nº21/2018  05021932000134,"6.747,77",C,0,0,"6.747,77",C,,
,,14-Contratos e Convênios - 2018  08  Nº22/2018  04989294000187,"9.949,06",C,0,0,"9.949,06",C,,
,,14-Contratos e Convênios - 2018  08  Nº23/2018  91083212000135,"26.760,58",C,0,0,"26.760,58",C,,
,,14-Contratos e Convênios - 2018  08  Nº24/2018  21504525000134,"34.185,67",C,0,0,"34.185,67",C,,
,,14-Contratos e Convênios - 2018  08  Nº25/2018  14190675000236,"61.154,76",C,0,0,"61.154,76",C,,
,,14-Contratos e Convênios - 2018  08  Nº26/2018  78870771000127,"6.082,59",C,0,0,"6.082,59",C,,
,,14-Contratos e Convênios - 2018  08  Nº27/2018  18531205000169,"4.632,58",C,0,0,"4.632,58",C,,
,,14-Contratos e Convênios - 2018  08  Nº28/2018  21593746000126,"8.022,83",C,0,0,"8.022,83",C,,
,,14-Contratos e Convênios - 2018  08  Nº29/2018  18093163000121,"87.000,00",C,0,0,"87.000,00",C,,
,,14-Contratos e Convênios - 2018  08  Nº30/2018  18531601000196,"438,93",C,0,0,"438,93",C,,
,,14-Contratos e Convênios - 2018  08  Nº32/2018  01079877000182,"7.091,90",C,0,0,"7.091,90",C,,
,,14-Contratos e Convênios - 2018  08  Nº33/2018  86910346000142,"40.036,50",C,0,0,"40.036,50",C,,
,,14-Contratos e Convênios - 2018  08  Nº34/2018  02176518000106,"603.555,28",C,"603.555,28",0,0,C,,
,,14-Contratos e Convênios - 2018  08  Nº34/2018  04475784000165,"10.303,00",C,0,0,"10.303,00",C,,
,,14-Contratos e Convênios - 2018  08  Nº39/2018  05077346000101,"19.500,00",C,0,0,"19.500,00",C,,
,,14-Contratos e Convênios - 2018  08  Nº40/2018  00802002000102,"50.960,73",C,0,"51.955,30","102.916,03",C,,
,,14-Contratos e Convênios - 2018  08  Nº41/2018  02520829000140,0,C,0,"168.189,50","168.189,50",C,,
,,14-Contratos e Convênios - 2018  08  Nº42/2018  02607956000181,"14.111,80",C,0,"196,6","14.308,40",C,,
,,14-Contratos e Convênios - 2018  08  Nº43/2018  03652030000170,"60.152,05",C,0,"9.270,95","69.423,00",C,,
,,14-Contratos e Convênios - 2018  08  Nº44/2018  02816696000154,"2.291,30",C,0,"18.069,74","20.361,04",C,,
,,14-Contratos e Convênios - 2018  08  Nº45/2018  05531725000120,"67.647,27",C,0,"390.323,34","457.970,61",C,,
,,14-Contratos e Convênios - 2018  08  Nº46/2018  67729178000491,"20.315,04",C,0,"24.641,00","44.956,04",C,,
,,14-Contratos e Convênios - 2018  08  Nº47/2018  05782733000149,"3.418,80",C,0,0,"3.418,80",C,,
,,14-Contratos e Convênios - 2018  08  Nº48/2018  11145401000156,"55.843,50",C,"55.843,50",0,0,C,,
,,14-Contratos e Convênios - 2018  08  Nº49/2018  81706251000198,"149.694,09",C,0,"34.205,90","183.899,99",C,,
,,14-Contratos e Convênios - 2018  08  Nº50/2018  12889035000102,"61.102,71",C,0,"110.653,75","171.756,46",C,,
,,14-Contratos e Convênios - 2018  08  Nº51/2018  82225947000165,"121.701,82",C,0,"86.553,85","208.255,67",C,,
,,14-Contratos e Convênios - 2018  08  Nº53/2018  94894169000186,"143.182,20",C,0,"82.089,92","225.272,12",C,,
,,14-Contratos e Convênios - 2018  08  Nº54/2018  02520829000140,"149.117,62",C,0,0,"149.117,62",C,,
,,14-Contratos e Convênios - 2018  08  Nº55/2018  02607956000181,"196,6",C,"196,6",0,0,C,,
,,14-Contratos e Convênios - 2018  08  Nº56/2018  03652030000170,"9.270,95",C,"9.270,95",0,0,C,,
